,(Fully loaded) Time,DOM elements,First byte,Load time,Speed Index,Start render
0,0.20597002393,0.0321365509123,0.0685358255452,0.195895985311,0.15505034613,0.232876712329
1,0.269238842941,0.269805768099,0.388023537556,0.212793409756,0.507787916929,0.315068493151
2,0.247995297871,0.382460270747,0.331256490135,0.170562254975,0.310336689742,0.232876712329
3,0.0343213401066,0.111830488523,0.00311526479751,0.0368219939457,0.0442101950913,0.0684931506849
4,0.143603845669,0.488404944085,0.193492557979,0.172448017468,0.186988672121,0.219178082192
5,0.68819010034,0.0702766333137,0.220491519557,0.80710634708,0.239222781624,0.41095890411
6,0.42932113019,0.159741024132,0.105572862582,0.120763237556,0.219792322215,0.246575342466
7,0.165959947941,0.28063566804,0.0623052959502,0.196144111955,0.182347388295,0.27397260274
8,0.246252991309,0.0549735138317,0.496365524403,0.287429904223,0.65536500944,1.0
9,0.109660355179,0.0433195997646,0.061613014884,0.0186094982879,0.0439741976086,0.013698630137
10,0.0604979218271,0.0447321954091,0.126341294566,0.0292541313086,0.0237570799245,0.041095890411
11,0.23080314035,0.17174808711,0.103149878851,0.153416703886,0.223568281938,0.0958904109589
12,0.231600822872,0.105473808122,0.061266874351,0.198178750434,0.287602265576,0.205479452055
13,0.0723582014358,0.112889935256,0.20041536864,0.0774651382065,0.124449339207,0.164383561644
14,0.226856711029,0.0689817539729,0.16199376947,0.19090863977,0.13758653241,0.178082191781
15,0.0483647508292,0.0356680400235,0.0993423329872,0.058557887946,0.111312146004,0.13698630137
16,0.0554809185944,0.0356680400235,0.204222914503,0.0669197558434,0.148049087476,0.191780821918
17,0.811620974852,1.0,0.333679473866,0.564587365391,1.0,0.739726027397
18,0.0564675259247,0.0336668628605,0.0526133610246,0.0635700461516,0.166142227816,0.260273972603
19,0.0173810823292,0.00282519128899,0.0716510903427,0.0234231551784,0.0217117684078,0.027397260274
20,0.126453671439,0.0208357857563,0.114572516442,0.0567713761104,0.107929515419,0.164383561644
21,0.179562534111,0.0301353737493,0.0526133610246,0.215150612873,0.228838892385,0.041095890411
22,0.00562576094714,0.0401412595644,0.0578054690204,0.00848593121929,0.0314663310258,0.0547945205479
23,0.0594903228515,0.0446144791054,0.121495327103,0.0281623740757,0.0236784140969,0.041095890411
24,0.0611906461228,0.0444967628016,0.117687781239,0.0293037566374,0.0240717432347,0.041095890411
25,0.167681262857,0.107239552678,0.0789200415369,0.191528956379,0.12759597231,0.0958904109589
26,0.0,0.00788699234844,0.0463828314296,0.000843630589053,0.00786658275645,0.013698630137
27,0.103341869936,0.0702766333137,0.305988231222,0.112550245645,0.19155129012,0.260273972603
28,0.566102691129,0.282048263685,0.0851505711319,0.293459381668,0.187146003776,0.0821917808219
29,0.19106595575,0.0309593878752,0.664589823468,0.214703984914,0.607300188798,0.397260273973
30,0.00524791133129,0.0,0.0740740740741,0.0,0.0,0.0
31,0.110269112893,0.0111830488523,0.0699203876774,0.0969182670835,0.113436123348,0.178082191781
32,0.273290230488,0.150912301354,0.0962270681897,0.0704679668503,0.123112020138,0.178082191781
33,0.0412065997733,0.0456739258387,0.0809968847352,0.0401220783088,0.028713027061,0.027397260274
34,0.174482555943,0.219776339023,0.135687088958,0.0480621309116,0.132158590308,0.123287671233
35,0.054683236072,0.0383755150088,0.175839390793,0.0254081683291,0.120673379484,0.205479452055
36,0.423359502918,0.150088287228,0.473866389754,0.38380229269,0.458857772184,0.27397260274
37,1.0,0.612124779282,1.0,1.0,0.890733165513,0.958904109589
38,0.0704689533566,0.0290759270159,0.189685012115,0.0688799563297,0.125865324103,0.219178082192
39,0.301104160544,0.0829899941142,0.424368293527,0.350032256464,0.380978602895,0.315068493151
40,0.361245224401,0.215067686875,0.0,0.383256414074,0.67699811202,0.178082191781
41,0.161446744196,0.158328428487,0.245067497404,0.0518584685624,0.125,0.150684931507
42,0.451152441328,0.423660977045,0.105226722049,0.392437099896,0.389710509755,0.123287671233
43,0.119631386708,0.0355503237198,0.529248875043,0.134236514317,0.320956576463,0.547945205479
44,0.0831898904236,0.0567392583873,0.201453790239,0.075877127686,0.13695720579,0.150684931507
45,0.36924304127,0.164214243673,0.140186915888,0.374174978909,0.415119572058,0.150684931507
46,0.0294512783912,0.0423778693349,0.149878850813,0.0343407275073,0.0578980490875,0.0958904109589
47,0.125383097527,0.0360211889347,0.432329525787,0.0958761351794,0.199024543738,0.315068493151
